,Word,Pinyin,Level,First Translation,Other Translations,Duplicate Pinyin
3012,馬虎,mǎhu,6,careless,"sloppy, negligent, skimpy",
3013,埋,mái,6,to bury,to blame,
3014,買單,mǎidān,6,to pay the restaurant bill,,
3015,買賣,mǎimài,6,buying and selling,"business, business transactions, CL:樁|桩[zhuang1],次[ci4]",
3016,饅頭,mántou,6,steamed roll,"steamed bun, steamed bread, CL:個|个[ge4]",
3017,漫畫,mànhuà,6,caricature,"cartoon, Japanese manga",
3018,忙碌,mánglù,6,busy,bustling,
3019,盲目,mángmù,6,blind,"blindly, ignorant, lacking understanding",
3020,矛盾,máodùn,6,contradiction,"conflicting views, contradictory, CL:個|个[ge4]",
3021,毛巾,máojīn,6,towel,CL:條|条[tiao2],
3022,煤,méi,6,coal,CL:塊|块[kuai4],Duplicate Pinyin
3023,梅花,méihuā,6,plum blossom,"clubs ♣ (a suit in card games), wintersweet (dialect)",
3024,美觀,měiguān,6,pleasing to the eye,"beautiful, artistic",
3025,美妙,měimiào,6,beautiful,"wonderful, splendid",
3026,魅力,mèilì,6,charm,"fascination, glamor, charisma",
3027,門票,ménpiào,6,"ticket (for theater, cinema etc)",,
3028,門診,ménzhěn,6,outpatient service,,
3029,猛,měng,6,ferocious,"fierce, violent, brave, suddenly, abrupt, (slang) awesome",
3030,夢到,mèngdào,6,,,
3031,夢想,mèngxiǎng,6,(fig.) to dream of,dream,
3032,迷糊,míhu,6,muddle-headed,"dazed, only half conscious",
3033,迷失,míshī,6,to lose (one's bearings),to get lost,
3034,迷信,míxìn,6,superstition,to have a superstitious belief (in sth),
3035,蜜蜂,mìfēng,6,bee,"honeybee, CL:隻|只[zhi1],群[qun2]",
3036,棉,mián,6,generic term for cotton or kapok,"cotton, padded or quilted with cotton",
3037,棉被,miánbèi,6,comforter,"quilt, CL:條|条[tiao2],面[mian4]",
3038,棉花,miánhua,6,cotton,,
3039,免得,miǎnde,6,so as not to,so as to avoid,
3040,勉強,miǎnqiǎng,6,to do with difficulty,"to force sb to do sth, reluctant, barely enough",
3041,面對,miànduì,6,to confront,to face,
3042,面臨,miànlín,6,to face sth,to be confronted with,
3043,面貌,miànmào,6,appearance,"face, features, CL:個|个[ge4]",
3044,面子,miànzi,6,outer surface,"outside, honor, reputation, face (as in ""losing face""), self-respect, feelings, (medicinal) powder",
3045,麵粉,miànfěn,6,flour,,
3046,滅亡,mièwáng,6,to be destroyed,"to become extinct, to perish, to die out, to destroy, to exterminate",
3047,民間,mínjiān,6,among the people,"popular, folk, non-governmental, involving people rather than governments",
3048,民謠,mínyáo,6,ballad,folk song,
3049,民眾,mínzhòng,6,populace,"masses, the people",
3050,民主,mínzhǔ,6,democracy,,
3051,名稱,míngchēng,6,name (of a thing),name (of an organization),
3052,名單,míngdān,6,list (of names),,
3053,名牌,míngpái,6,famous brand,,
3054,名片,míngpiàn,6,(business) card,,
3055,明亮,míngliàng,6,bright,"shining, glittering, to become clear",
3056,明明,míngmíng,6,obviously,"plainly, undoubtedly, definitely",
3057,明確,míngquè,6,clear-cut,"definite, explicit, to clarify, to specify, to make definite",
3058,命令,mìnglìng,6,order,"command, CL:道[dao4],個|个[ge4]",
3059,命運,mìngyùn,6,fate,"destiny, CL:個|个[ge4]",
3060,磨,mó,6,to rub,"to grind, to polish, to sharpen, to wear down, to die out, to waste time, to pester, to insist, grindstone, to grind, to turn round",
3061,模仿,mófǎng,6,to imitate,"to copy, to emulate, to mimic, model",
3062,模糊,móhú,6,vague,"indistinct, fuzzy",
3063,模型,móxíng,6,model,"mold, matrix, pattern",
3064,模樣,móyàng,6,look,"style, appearance, approximation, about, also pr. [mo2 yang4], CL:個|个[ge4]",
3065,抹,mǒ,6,to wipe,"to smear, to wipe, to erase, classifier for wisps of cloud, light-beams etc, to plaster, to go around, to skirt",
3066,目標,mùbiāo,6,target,"goal, objective, CL:個|个[ge4]",
3067,目的地,mùdìdì,6,destination (location),,
3068,目錄,mùlù,6,catalog,"table of contents, directory (on computer hard drive), list, contents",
3069,哪怕,nǎpà,6,even,"even if, even though, no matter how",
3070,奶粉,nǎifěn,6,powdered milk,,
3071,耐用,nàiyòng,6,durable,,
3072,難道,nándào,6,don't tell me ...,could it be that...?,
3073,難得,nándé,6,seldom,"rare, hard to come by",
3074,難受,nánshòu,6,to feel unwell,"to suffer pain, to be difficult to bear",
3075,難以,nányǐ,6,"hard to (predict, imagine etc)",,
3076,男性,nánxìng,6,the male sex,a male,
3077,腦袋,nǎodai,6,head,"skull, brains, mental capability, CL:顆|颗[ke1],個|个[ge4]",
3078,腦筋,nǎojīn,6,brains,"mind, head, way of thinking",
3079,鬧區,nàoqū,6,downtown,,
3080,內部,nèibù,6,interior,"inside (part, section), internal",
3081,內地,nèidì,6,"mainland China (PRC excluding Hong Kong and Macau, but including islands such as Hainan)","Japan (used in Taiwan during Japanese colonization), inland, interior, hinterland",
3082,內行,nèiháng,6,expert,"adept, experienced, an expert, a professional",
3083,內科,nèikē,6,internal medicine,general medicine,
3084,能幹,nénggàn,6,capable,competent,
3085,能源,néngyuán,6,energy,"power source, CL:個|个[ge4]",
3086,泥,ní,6,mud,"clay, paste, pulp, restrained",
3087,泥土,nítǔ,6,earth,"soil, mud, clay",
3088,黏,nián,6,sticky,"glutinous, (Tw) to adhere, to stick on, to glue",
3089,尿,niào,6,to urinate,"urine, CL:泡[pao1], see 尿[niao4]",
3090,捏,niē,6,variant of 捏[nie1],,
3091,寧可,níngkě,6,preferably,"one would prefer to...(or not to...), would rather, (would) be better to, (to pick) the lesser of two evils",
3092,寧願,níngyuàn,6,would rather,better,
3093,鈕扣,niǔkòu,6,,,
3094,農場,nóngchǎng,6,farm,,
3095,農產品,nóngchǎnpǐn,6,agricultural produce,,
3096,農村,nóngcūn,6,rural area,"village, CL:個|个[ge4]",
3097,農民,nóngmín,6,peasant,"farmer, CL:個|个[ge4]",
3098,農藥,nóngyào,6,agricultural chemical,"farm chemical, pesticide",
3099,濃,nóng,6,concentrated,"dense, strong (smell etc)",
3100,濃厚,nónghòu,6,dense,"thick (fog, clouds etc), to have a strong interest in, deep, fully saturated (color)",
3101,暖氣,nuǎnqì,6,central heating,"heater, warm air",
3102,女性,nǚxìng,6,woman,the female sex,
3103,偶然,ǒurán,6,incidentally,"occasional, occasionally, by chance, randomly",
3104,排斥,páichì,6,to reject,"to exclude, to eliminate, to remove, to repel",
3105,排列,páiliè,6,to arrange in order,(math.) permutation,
3106,排球,páiqiú,6,volleyball,CL:個|个[ge4],
3107,派,pài,6,clique,"school, group, faction, to dispatch, to send, to assign, to appoint, pi (Greek letter Ππ), the circular ratio pi = 3.1415926, (loanword) pie",
3108,攀,pān,6,to climb (by pulling oneself up),"to implicate, to claim connections of higher status",
3109,判斷,pànduàn,6,to judge,"to determine, judgment",
3110,泡,pào,6,puffed,"swollen, spongy, small lake (esp. in place names), classifier for urine or feces, bubble, foam, blister (i.e. skin bubble), to soak, to steep, to infuse, to dawdle, to shilly-shally, to hang about, to pick up (a girl), to get off with (a sexual partner), classifier for occurrences of an action, classifier for number of infusions",Duplicate Pinyin
3111,砲,pào,6,variant of 炮[pao4],,Duplicate Pinyin
3112,賠,péi,6,to compensate for loss,"to indemnify, to suffer a financial loss",Duplicate Pinyin
3113,賠償,péicháng,6,to compensate,,
3114,陪同,péitóng,6,to accompany,,
3115,佩服,pèifu,6,to admire,,
3116,噴,pēn,6,to puff,"to spout, to spray, to spurt, (of a smell) strong, peak season (of a crop), (classifier for the ordinal number of a crop, in the context of multiple harvests)",
3117,膨脹,péngzhàng,6,to expand,"to inflate, to swell",
3118,捧,pěng,6,to clasp,"to cup the hands, to hold up with both hands, to offer (esp. in cupped hands), to praise, to flatter",
3119,碰見,pèngjiàn,6,to run into,"to meet (unexpectedly), to bump into",
3120,匹,pī,6,classifier for cloth: bolt,"variant of 匹[pi3], variant of 雅[ya3]",Duplicate Pinyin
3121,批判,pīpàn,6,to criticize,"critique, CL:個|个[ge4]",
3122,披,pī,6,to drape over one's shoulders,"to open, to unroll, to split open, to spread out",Duplicate Pinyin
3123,疲倦,píjuàn,6,to tire,tired,
3124,疲勞,píláo,6,fatigue,"wearily, weariness, weary",
3125,脾氣,píqi,6,character,"temperament, disposition, bad temper, CL:個|个[ge4]",
3126,屁股,pìgu,6,buttocks,"bottom, butt, back part",
3127,偏,piān,6,to lean,"to slant, oblique, prejudiced, to deviate from average, to stray from the intended line, stubbornly, contrary to expectations, left-hand side of a split Chinese character, often the key or radical",Duplicate Pinyin
3128,偏食,piānshí,6,"partial to (some kinds of food, usu. unhealthy)","having likes and dislikes, partial eclipse",
3129,偏向,piānxiàng,6,partial towards sth,"to prefer, to incline, erroneous tendencies (Leftist or Revisionist deviation)",
3130,片面,piànmiàn,6,unilateral,one-sided,
3131,片子,piànzi,6,film,"movie, film reel, phonograph record, X-ray image, thin flake, small piece",Duplicate Pinyin
3132,飄,piāo,6,to float,,
3133,拼命,pīnmìng,6,to do one's utmost,"with all one's might, at all costs, (to work or fight) as if one's life depends on it",
3134,貧窮,pínqióng,6,poor,impoverished,
3135,品德,pǐndé,6,moral character,,
3136,聘請,pìnqǐng,6,to engage,to hire (a lawyer etc),
3137,憑,píng,6,to lean against,"to rely on, on the basis of, no matter (how, what etc), proof",Duplicate Pinyin
3138,平衡,pínghéng,6,balance,equilibrium,
3139,平靜,píngjìng,6,tranquil,"undisturbed, serene",
3140,平均,píngjūn,6,average,"on average, evenly, in equal proportions",
3141,婆婆,pópo,6,husband's mother,"mother-in-law, grandma",
3142,頗,pǒ,6,Taiwan pr. [Po3],"rather, quite, considerably, oblique, inclined, slanting, Taiwan pr. [po3], surname Po",
3143,破爛,pòlàn,6,worn-out,"rotten, dilapidated, tattered, ragged, rubbish, junk",
3144,破裂,pòliè,6,to rupture,"to fracture, to break down, (linguistics) plosion",
3145,迫切,pòqiè,6,urgent,pressing,
3146,撲,pū,6,to throw oneself at,"to pounce on, to devote one's energies, to flap, to flutter, to dab, to pat, to bend over",Duplicate Pinyin
3147,撲滅,pūmiè,6,to eradicate,to extinguish,
3148,鋪,pū,6,to spread,"to display, to set up, (old) holder for door-knocker, plank bed, place to sleep, shop, store, (old) relay station",Duplicate Pinyin
3149,普及,pǔjí,6,to spread extensively,"to generalize, widespread, popular, universal, ubiquitous, pervasive",
3150,普通,pǔtōng,6,common,"ordinary, general, average",
3151,普通話,pǔtōnghuà,6,Mandarin (common language),"Putonghua (common speech of the Chinese language), ordinary speech",
3152,瀑布,pùbù,6,waterfall,,
3153,欺騙,qīpiàn,6,to deceive,to cheat,
3154,妻子,qīzǐ,6,wife and children,"wife, CL:個|个[ge4]",
3155,期限,qíxiàn,6,time limit,"deadline, allotted time",
3156,其餘,qíyú,6,the rest,"the others, remaining, remainder, apart from them",
3157,棋,qí,6,variant of 棋[qi2],,Duplicate Pinyin
3158,齊全,qíquán,6,complete,comprehensive,
3159,旗袍,qípáo,6,Chinese-style dress,cheongsam,
3160,旗子,qízi,6,flag,"banner, CL:面[mian4]",
3161,歧視,qíshì,6,to discriminate against,discrimination,
3162,起初,qǐchū,6,originally,"at first, at the outset",
3163,起火,qǐhuǒ,6,to catch fire,"to cook, to get angry",
3164,企圖,qìtú,6,to attempt,"to try, attempt, CL:種|种[zhong3]",
3165,汽油,qìyóu,6,gasoline,,
3166,器材,qìcái,6,equipment,material,
3167,器官,qìguān,6,organ (part of body tissue),apparatus,
3168,氣氛,qìfēn,6,atmosphere,mood,
3169,氣憤,qìfèn,6,indignant,furious,
3170,氣候,qìhòu,6,climate,"atmosphere, situation, CL:種|种[zhong3]",
3171,氣味,qìwèi,6,odor,scent,
3172,氣息,qìxí,6,breath,"smell, odor, flavor",
3173,氣象,qìxiàng,6,meteorological feature,"meteorology, atmosphere, ambience, scene, CL:個|个[ge4]",
3174,千萬,qiānwàn,6,ten million,"countless, many, one must by all means",
3175,牽,qiān,6,to lead along,"to pull (an animal on a tether), (bound form) to involve, to draw in",Duplicate Pinyin
3176,遷,qiān,6,to move,"to shift, to change (a position or location etc), to promote",Duplicate Pinyin
3177,簽訂,qiāndìng,6,to agree to and sign (a treaty etc),,
3178,簽約,qiānyuē,6,to sign a contract or agreement,,
3179,簽字,qiānzì,6,to sign (one's name),signature,
3180,前方,qiánfāng,6,ahead,the front,
3181,前進,qiánjìn,6,to go forward,"to forge ahead, to advance, onward",
3182,前頭,qiántou,6,in front,"at the head, ahead, above",
3183,前途,qiántú,6,prospects,"future outlook, journey",
3184,前往,qiánwǎng,6,to leave for,"to proceed towards, to go",
3185,前院,qiányuàn,6,front courtyard,front yard,
3186,欠,qiàn,6,deficient,"to owe, to lack, yawn",
3187,歉意,qiànyì,6,apology,regret,
3188,槍,qiāng,6,gun,"firearm, rifle, spear, thing with shape or function similar to a gun, to substitute for another person in a test, to knock, classifier for rifle shots, surname Qiang, CL:支[zhi1],把[ba3],桿|杆[gan3],條|条[tiao2],枝[zhi1]",
3189,強大,qiángdà,6,large,"formidable, powerful, strong",
3190,強度,qiángdù,6,strength,"intensity, CL:個|个[ge4]",
3191,強烈,qiángliè,6,intense,(violently) strong,
3192,強人,qiángrén,6,,,
3193,牆壁,qiángbì,6,wall,,
3194,強迫,qiǎngpò,6,to compel,to force,
3195,搶救,qiǎngjiù,6,to rescue,,
3196,敲,qiāo,6,to hit,"to strike, to tap, to rap, to knock, to rip sb off, to overcharge",
3197,瞧,qiáo,6,to look at,"to see, to see (a doctor), to visit",Duplicate Pinyin
3198,巧妙,qiǎomiào,6,ingenious,"clever, ingenuity, artifice",
3199,悄悄,qiǎoqiǎo,6,quietly,"secretly, stealthily, quiet, worried, Taiwan pr. [qiao3 qiao3]",
3200,親愛,qīnài,6,dear,"beloved, darling",
3201,親口,qīnkǒu,6,one's own mouth,"fig. in one's own words, to say sth personally",
3202,親戚,qīnqī,6,a relative (i.e. family relation),"CL:門|门[men2],個|个[ge4],位[wei4]",
3203,親人,qīnrén,6,one's close relatives,,
3204,侵害,qīnhài,6,to encroach on,to infringe on,
3205,侵入,qīnrù,6,to make (military) incursions,"to invade, to intrude into, to trespass, to gain unauthorized access (computing)",
3206,勤勞,qínláo,6,hardworking,"industrious, diligent",
3207,寢室,qǐnshì,6,bedroom,"dormitory, CL:間|间[jian1]",
3208,清晨,qīngchén,6,early morning,,
3209,清除,qīngchú,6,to clear away,"to eliminate, to get rid of",
3210,清淡,qīngdàn,6,"light (of food, not greasy or strongly flavored)","insipid, slack (sales)",
3211,清晰,qīngxī,6,clear,distinct,
3212,清醒,qīngxǐng,6,clear-headed,"sober, awake",
3213,輕傷,qīngshāng,6,lightly wounded,minor injuries,
3214,輕視,qīngshì,6,contempt,"contemptuous, to despise, to scorn, scornful",
3215,傾向,qīngxiàng,6,trend,"tendency, orientation",
3216,情書,qíngshū,6,love letter,,
3217,情緒,qíngxù,6,mood,"state of mind, moodiness, CL:種|种[zhong3]",
3218,秋季,qiūjì,6,autumn,fall,
3219,求婚,qiúhūn,6,to propose marriage,,
3220,球隊,qiúduì,6,"sports team (basketball, soccer, football etc)",,
3221,球鞋,qiúxié,6,athletic shoes,,
3222,曲折,qūzhé,6,winding,(fig.) complicated,
3223,區別,qūbié,6,difference,"to distinguish, to discriminate, to make a distinction, CL:個|个[ge4]",
3224,區域,qūyù,6,area,"region, district",
3225,取得,qǔdé,6,to acquire,"to get, to obtain",
3226,取笑,qǔxiào,6,to tease,to make fun of,
3227,取消,qǔxiāo,6,to cancel,cancellation,
3228,娶,qǔ,6,to take a wife,to marry (a woman),
3229,圈,quān,6,to confine,"to lock up, to pen in, pen (pig), a fold, circle, ring, loop, classifier for loops, orbits, laps of race etc, to surround, to circle, CL:個|个[ge4]",
3230,全家,quánjiā,6,whole family,,
3231,全面,quánmiàn,6,all-around,"comprehensive, total, overall",
3232,全體,quántǐ,6,all,entire,
3233,拳頭,quántou,6,fist,"clenched fist, competitive (product), CL:個|个[ge4]",
3234,權利,quánlì,6,power,"right, privilege",Duplicate Pinyin
3235,勸,quàn,6,to advise,"to urge, to try to persuade, to exhort, to console, to soothe",
3236,缺乏,quēfá,6,to lack,"to be short of, lack, shortage",
3237,缺少,quēshǎo,6,lack,"shortage of, shortfall, to be short (of), to lack",
3238,缺席,quēxí,6,absence,absent,
3239,確實,quèshí,6,indeed,"really, reliable, real, true",
3240,群,qún,6,group,"crowd, flock, herd, pack etc, variant of 群[qun2]",
3241,群眾,qúnzhòng,6,mass,"multitude, the masses",
3242,然而,ránér,6,however,"yet, but",
3243,燃料,ránliào,6,fuel,,
3244,燃燒,ránshāo,6,to ignite,"to combust, to burn, combustion, flaming",
3245,讓步,ràngbù,6,to concede,"to give in, to yield, a concession, (linguistics) concessive",
3246,繞,rào,6,to wind,"to coil (thread), to rotate around, to spiral, to move around, to go round (an obstacle), to by-pass, to make a detour, to confuse, to perplex",
3247,惹,rě,6,to provoke,"to irritate, to vex, to stir up, to anger, to attract (troubles), to cause (problems)",
